pmid,title,authors,year,journal,doi,url,doi_url,relevance_score,citation_count,is_high_quality,topic_tags,ai_method,ai_summary,ai_finding,keywords,abstract
42044955,Development of a community home-based dual-supplier cooperation care model for people with dementia based on an intelligent decision-assistance system: protocol of a 1-year randomised controlled trial in China.,Zhuang Zhuang; Li Can-Yang; Li Wei-Hua; Wang Ya-Qi; Wang Yu; Hou Yu-Shan et al.,2026,BMJ open,10.1136/bmjopen-2024-092678,https://pubmed.ncbi.nlm.nih.gov/42044955/,https://doi.org/10.1136/bmjopen-2024-092678,46.5,0,False,cooperation; development; moral,,,,Humans; Dementia; China; Caregivers; Home Care Services; Quality of Life; Aged; Independent Living; Artificial Intelligence; Randomized Controlled Trials as Topic; Male; Female,"Dementia imposes significant care and financial burdens on families and countries globally. While high-quality home-based care is crucial, the current supply chain of care-relying on family caregivers and community healthcare workers-remains fragmented and lacks effective integration. Furthermore, although artificial intelligence (AI) holds promise, existing applications predominantly focus on diagnosis or monitoring rather than holistic care delivery and quality of life (QoL). This study aims to evaluate the effectiveness of the community home-based dual-supplier cooperation (CHDSC) care model in older people with dementia. A 1-year, assessor-blinded, parallel-group, superiority randomised controlled trial with 1:1 allocation will be conducted. A total of 200 pairs (community-dwelling people with dementia aged ≥65 years and their primary family caregivers) will be recruited from four community health centres in Guangzhou, China, and randomly assigned to either the CHDSC care model intervention or usual care. The intervention comprises monthly home visits following a structured six-step cycle (problem assessment, personalised recommendation generation, case seminar, training, task execution with progressive handover and reassessment), delivered collaboratively by community healthcare workers and family caregivers and guided by an intelligent decision-assistance system. The primary outcome is the QoL of patients assessed using the Quality of Life in Alzheimer's Disease scale. Secondary outcomes include caregiver burden, quality of home-based care, behavioural and psychological symptoms, cognitive function, ability to perform activities of daily living, adverse event rate and unplanned readmission rate. A comprehensive process evaluation embedded in the randomised controlled trial will be taken. Ethics approval was obtained from the Institutional Review Board of Jinan University. Written informed consent will be obtained from all participants. The study findings will be disseminated through publication in a peer-reviewed journal and presented at conferences. ChiCTR2300075393: Implementation and effectiveness evaluation of a home-based dual-supplier cooperation care model for community-dwelling patients with dementia based on intelligent decision assistance system."
41781625,Shared neural substrates of prosocial and parenting behaviours.,Sun Fangmiao; Lim Kayla Y; Dang James; Zhang Li I; Wu Ye Emily; Hong Weizhe,2026,Nature,10.1038/s41586-026-10327-8,https://pubmed.ncbi.nlm.nih.gov/41781625/,https://doi.org/10.1038/s41586-026-10327-8,46.5,,True,neuroscience,,,,,Humans and other animals can sense the negative states of other individuals and respond with prosocial helping behaviour to improve their conditions
40789657,Oxytocin in the Amygdala Sustains Prosocial Behavior via State-Dependent Amygdala-Prefrontal Modulation.,Meisner Olivia C; Dal Monte Olga; Fagan Nicholas; Nandy Anirvan S; Chang Steve W C,2025,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.2416-24.2025,https://pubmed.ncbi.nlm.nih.gov/40789657/,https://doi.org/10.1523/JNEUROSCI.2416-24.2025,46.5,3,True,altruism; neuroscience; decision_making,,,,Male; Female; Animals; Macaca mulatta; Oxytocin; Amygdala; Gyrus Cinguli; Altruism; Prefrontal Cortex,"Prosocial behaviors are crucial for maintaining primates' complex social relationships. As central regions involved in social decision-making, the basolateral amygdala (BLA) processes social salience and value, while the gyrus of the anterior cingulate cortex (ACCg) integrates social information to guide decision-making. Oxytocin, a key modulator of social behavior, can influence both prosocial behavior and neural activity in these regions, but the precise mechanisms remain unclear. We investigated oxytocin's effects on prosocial behavior and neural activity by infusing oxytocin or saline into the BLA (Oxt-BLA, Sal-BLA) and examining the effects of Oxt-BLA on prosocial decisions, BLA and ACCg neural activity, and the coordination between the two regions in male rhesus macaques. We found that Oxt-BLA's behavioral effects were state-dependent: during high prosocial states, it sustained prosocial choices and task engagement, counteracting the natural decline seen in the control condition. However, during low prosocial states, Oxt-BLA had minimal behavioral effects. At the neural level, Oxt-BLA enhanced BLA and ACCg activity for prosocial choices only during high prosocial states. Importantly, Oxt-BLA maintained stable BLA-ACCg coordination during high prosocial states, preventing the decline in communication observed in control conditions. These findings demonstrate that oxytocin's ability to sustain prosocial behavior depends on social motivational state. These results support that oxytocin processing in the BLA acts as a state-dependent neuromodulator that enhances BLA and ACCg neural responses and maintains BLA-ACCg communication to guide prosocial decisions."
41477000,Neural Signatures of Emotion: EEG-based Insights into Love and Excitement in Advertising.,Ts Saranya; Gupta Sandeep Kumar; Laishram Linda,2025,Annals of neurosciences,10.1177/09727531251385447,https://pubmed.ncbi.nlm.nih.gov/41477000/,https://doi.org/10.1177/09727531251385447,46.5,0,True,empathy; neuroscience; decision_making,,,,,"Emotions are crucial in advertising by shaping consumer attention, memory, and decision-making. Love and excitement are popular emotional themes used in marketing communications, and while they are leveraged by marketers, other underlying neural responses to these stimuli have not been well studied. It is important to map how various emotional appeals are processed in the brain for valuable contributions to consumer neuroscience and neuromarketing. This research seeks to investigate and compare the neural responses elicited by love-based and excitement-based advertisements through electroencephalography (EEG) and thus assess their unique cognitive and emotional engagement patterns. During this pilot study, EEG was recorded from adult viewers when they watched a series of advertisements sorted according to two emotional themes: love and excitement. Parameters in the EEG measured were amplitude fluctuation, levels of arousal, cognitive load, and frontal lobe activation patterns. Real-time neural activity was examined to establish the engagement provoked by each of the emotional themes. Emotion-based ads produced fast, sharp EEG waveforms, indicative of increased arousal, cognitive load, and strong reward expectation. Such responses were largely lateralised to the left frontal cortex and implicated in goal-directed motivation. Love-based ads, by contrast, produced smooth, stable neural activity implicated in empathy, affective resonance, and introspection. Interestingly, this condition also engaged the medial prefrontal cortex, a region involved in emotional attachment and trust. The results indicate that excitement-peddling advertisements elicit instant attention and strong cognitive activation, while love-themed content invokes more profound emotional involvement and enduring affective influence. EEG is a valuable method for cracking open unconscious consumer responses, which provides strategic implications for marketing content optimisation. Based on the small sample size, this initial study offers a basis for further research in emotionally intelligent advertising and neuromarketing interventions."
41929355,"MOTIVATIONS, TRAINING OUTCOMES, AND CLINICAL PRACTICE CHARACTERISTICS OF NORTH AMERICAN CHIROPRACTORS: A CROSS-SECTIONAL SURVEY.",Brochin Gannon; Edwards Marc T,2026,Journal of contemporary chiropractic,10.1007/s10459-012-9354-3,https://pubmed.ncbi.nlm.nih.gov/41929355/,https://doi.org/10.1007/s10459-012-9354-3,46.3,573,False,development,,,,,"To describe chiropractors' motivations for training, perceived training outcomes, and current practice characteristics in a North American respondent sample, and to explore associations with practice orientation and selected clinical behaviors. Cross-sectional, web-based survey of licensed and retired chiropractors in the U.S. and Canada recruited via professional organizations. The instrument included 7-point end-anchored items on motivations, training outcomes, and practice characteristics. Practice orientation subgroups were defined a priori based on subluxation definitions (""Do not use,"" ""Biomechanical/modern,"" ""Vitalistic""). Nonparametric analyses included Kruskal-Wallis with Dwass-Steel-Critchlow-Flinger (DSCF) pairwise post hoc testing, Spearman's ρ, and Wilcoxon signed-rank tests. Of 330 responses, 303 completed at least one outcome block and were included in analysis. Motivations were predominantly prosocial and meaning-oriented with low endorsement of status or extrinsic motives. Training outcomes were strongest for clinical reasoning, communication, and lifestyle counseling. Practice characteristics included high autonomy, adequate visit time, and reliance on history and physical examination over routine testing. Practice orientation tracked behavior: higher manipulation frequency among ""Vitalistic"" respondents and lower new-patient x-ray use among ""Do not use"" and ""Biomechanical"" respondents (ρ=0.25 and -0.31, respectively; both p<0.001), with lower education satisfaction among more biomedically aligned respondents (ρ=-0.27, p<0.001). Current health did not differ from pre-training health (p=0.84) but was associated with current stress levels (p<0.001). Our chiropractor sample's purpose-driven motivation profile aligns with reported strengths in reasoning, counseling, and communication within time-rich, autonomous practice settings. Pairing meaning-centered recruitment and curricula with rigorous evidence-based practice and communication training provides actionable inputs for recruitment messaging, curricular emphasis, professional development, and imaging stewardship initiatives. Findings are limited by nonprobability sampling, self-report, and cross-sectional design. Probability and longitudinal studies are warranted."
41962102,The role of regional government in the development of international academic cooperation in health care: Experiences from the Lublin region.,Krotkiewicz Marcin; Ille Tatjana; Patryn Rafał; Szynkaruk Agata; Stachyra Alina; Zulfiqar Zeeshan,2026,"Wiadomosci lekarskie (Warsaw, Poland : 1960)",10.36740/WLek/218258,https://pubmed.ncbi.nlm.nih.gov/41962102/,https://doi.org/10.36740/WLek/218258,46.0,0,False,cooperation; development,,,,"Humans; International Cooperation; Poland; Delivery of Health Care; Education, Medical","Health care systems increasingly require cooperation between public administration, medical universities, and international partners. Regional governments can act as integrators and coordinators in this process. The aim of this paper is to present a model of cooperation between the Marshal's Office of the Lublin Voivodeship, the Medical University of Lublin, and Gulf Medical University. The article presents the perspective of regional administration and focuses on the practical aspects of initiating and supporting international academic collaboration. The role of regional government in creating organizational and institutional frameworks for joint activities in medical education and health workforce development is described. Attention is also given to the importance of such partnerships for improving the quality of health care services and for the internationalization of the academic environment. The presented model of cooperation may serve as a useful reference for other regions seeking effective forms of collaboration between science, public administration, and clinical practice."
40370686,"Exploring Pain Empathy Among Doctors, Nurses and Patients: A Scoping Review.",Zhou Wan-Qiong; Gao Yi-Tian; Zhang Cheng-Rui; Xing Ying; Zhou Lan-Shu; Luan Wei,2025,Journal of multidisciplinary healthcare,10.2147/JMDH.S519647,https://pubmed.ncbi.nlm.nih.gov/40370686/,https://doi.org/10.2147/JMDH.S519647,46.0,3,False,empathy; neuroscience,,,,,"This review aims to systematically assess the existing body of research on pain empathy among healthcare workers and patients, with the goal of enhancing both understanding and clinical application. Studies were retrieved from seven databases: PubMed, EBSCO, The Cochrane Library, Embase, CBM, CNKI, and Wanfang, with a search date limit from database inception to September 13, 2024. Inclusion and exclusion criteria were established based on the PCCs (Population, Concept, Context, Study design) principle. The research was independently screened and summarized by two researchers. A pre-designed data extraction form was used for information extraction from the included studies. A total of 4729 studies were initially identified, with 50 studies included after screening. The participants were categorized into six groups: pain patients, nurses, patients with neurological diseases, cancer patients, patients with psychiatric disorders, doctors, and medical students. The studies employed 75 distinct research tools, including the Empathy for Pain Scale (EPS), the Interpersonal Reactivity Index (IRI), pain empathy paradigms, and the Visual Analogue Scale (VAS), along with various detection technologies, such as functional magnetic resonance imaging (fMRI) and electroencephalography (EEG). Factors influencing pain empathy included psychological factors, individual traits, and social influences. Mechanistic studies explored the neural substrates of emotional empathy (anterior insula, anterior cingulate cortex, amygdala), cognitive empathy (precuneus and parietal-occipital junction), the relationship between emotional regulation and cognitive processing, and the synergistic interactions of multiple brain regions. This review offers a comprehensive overview of research on pain empathy among healthcare workers and patients, emphasizing its multidisciplinary nature and complexity. It provides theoretical foundations and outlines potential directions for future research, which may include the adoption of unified research standards, interdisciplinary collaboration, the application of advanced technologies, and cross-cultural studies to further advance the field of pain empathy."
40517950,"Selfish parents, altruistic children and helpers' infertility.",Pagano Ugo,2025,Journal of theoretical biology,10.1016/j.jtbi.2025.112190,https://pubmed.ncbi.nlm.nih.gov/40517950/,https://doi.org/10.1016/j.jtbi.2025.112190,46.0,0,False,altruism; development,,,,"Altruism; Humans; Animals; Infertility; Biological Evolution; Models, Biological; Female; Reproduction","While Hamilton's rule has traditionally attributed non-reproductive phenotypes to kin selection and altruistic behavior, we argue that infertile offspring can emerge through selfish parental resource allocation strategies without necessitating offspring altruism. By developing a model incorporating reproductive budget constraints, per-offspring investment costs, and fertility parameters, we derive the conditions under which producing infertile helpers optimizes parental fitness. The model predicts infertile phenotypes become evolutionarily advantageous when total offspring number exceeds a threshold or when per-offspring costs are sufficiently low. Parental optimization generates testable predictions differentiating it from pure altruism models, particularly the emergence of bimodal rather than continuous fertility distributions. The framework elucidates why sophisticated divisions of labor characterize species at opposite extremes of the offspring investment spectrum-social insects with minimal peroffspring costs and humans with exceptionally high investment-while remaining absent in species with intermediate investment levels. While parental optimization and Hamiltonian altruism represent distinct evolutionary pathways to helper infertility, we argue both mechanisms can be situated within inclusive fitness theory and may operate synergistically in natural populations."
40616885,Intracortical functional connectivity during deep sleep reveals prosocial preferences.,Markovic Andjela; Gianotti Lorena R R; Studler Mirjam; Knoch Daria,2025,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2025.107803,https://pubmed.ncbi.nlm.nih.gov/40616885/,https://doi.org/10.1016/j.neunet.2025.107803,46.0,1,False,economic_games; neuroscience; decision_making,,,,Humans; Female; Male; Electroencephalography; Young Adult; Sleep; Adult; Social Behavior; Neural Pathways; Brain,"Prosociality is crucial for cohesive community functioning. Recently, we found that increased slow-wave activity during deep sleep in the right temporoparietal junction (TPJ), a key component of the social brain, is associated with stronger prosocial preferences. Building on this finding, we here investigate connectivity between the right TPJ and other regions of the social brain as a marker of inter-individual differences in prosocial preferences. Using whole-night high-density sleep electroencephalography (EEG) recordings from 54 participants (mean age = 21.5 ± 2 years; 28 females), we employed source localization to derive intracortical EEG functional connectivity during deep sleep in the slow-wave frequency range (0.8 to 4.6 Hz). We correlated connectivity between the right TPJ and 23 other key social brain regions with prosocial preferences, assessed in an incentivized public goods game with real monetary consequences. Our results revealed a negative correlation between prosocial preferences and connectivity for 22 of the 23 analyzed connections. Six of these connections demonstrated a significant negative correlation with prosocial preferences after adjusting for multiple testing (-0.36 ≤ rho ≤ -0.30; 0.006 ≤ p ≤ 0.038), indicating lower functional connectivity of the right TPJ with other social brain regions during deep sleep in individuals with stronger prosocial preferences. These results suggest that the benefits of deep sleep for prosocial decision-making may be enhanced when the right TPJ reduces its interactions within the social brain during this sleep stage."
42018130,Heterogeneous Trajectories of Prosocial Behavior in Adolescents with Adverse Childhood Experiences: The Roles of Empathy and Social support.,Liu Leqiu; Zhou Xuelian; Qu Chen,2026,Journal of youth and adolescence,10.1007/s10964-026-02359-0,https://pubmed.ncbi.nlm.nih.gov/42018130/,https://doi.org/10.1007/s10964-026-02359-0,45.5,0,False,empathy,,,,,
41980445,Connecting care: Understanding the relational dimensions of supporting migrant children and young people living with sickle cell disease.,Poku Brenda Agyeiwaa; Nicholls Natasha; Pilnick Alison; Atkin Karl Michael; Olutayo Gloria; Olowofoyeku David Adeyemi et al.,2026,Social science & medicine (1982),10.1016/j.socscimed.2026.119268,https://pubmed.ncbi.nlm.nih.gov/41980445/,https://doi.org/10.1016/j.socscimed.2026.119268,45.5,0,True,empathy; development; moral,,,,,"Migrant children and young people (CYP) living with sickle cell disease (SCD) in the UK face persistent, intersecting barriers to care. While existing research often maps these barriers, less is known about how service providers navigate them in practice. This study draws on Tronto's ethics of care framework (1993; 2013) to examine how healthcare professionals and third-sector organisation workers enact care for migrant CYP living with SCD within a fragmented and unequal health system. We conducted semi-structured interviews with 23 service providers, comprising 14 healthcare professionals and 9 third-sector workers. We analysed the data using constructivist grounded theory co-produced with Public and Patient Involvement advisors. Using Tronto's five phases of care - caring about, caring for, care giving, care receiving, and caring with - we examine how service providers described identifying needs, assuming responsibility, navigating practical and institutional challenges, responding to feedback and creating solidarity amid systemic constraints.Our findings highlight the informal, relational, and moral labour service providers undertake to bridge gaps in provision. This work is characterised by empathy and advocacy but is often unsupported by formal structures. While service providers recognised that care should be a shared, socially shaped process, they often found this difficult to enact within fragmented systems, leaving care precarious, ad hoc, and emotionally demanding. This underscores the limits of relational care in the absence of systemic support. We argue that, although Tronto's framework offers a valuable lens for understanding everyday ethics, sustainable and equitable care for migrant CYP living with SCD requires systemic change that embeds care as a collective, institutional responsibility."
41098676,Neural correlates of social influence in persuasion process: a hyperscanning EEG study on negotiation.,Ciminaghi Flavia; Rovelli Katia; Acconito Carlotta; Balconi Michela,2025,Cognitive neurodynamics,10.1007/s11571-025-10353-8,https://pubmed.ncbi.nlm.nih.gov/41098676/,https://doi.org/10.1007/s11571-025-10353-8,45.5,0,False,cooperation; neuroscience; decision_making,,,,,"Group decision-making requires integrating different perspectives through persuasion, which involves unidirectional social influence, and negotiation, which is a reciprocal interaction based on cooperation and competition. While neuroscientific research has focused on identifying brain activations associated with these processes and their influencing factors, the impact of a prior persuasive dynamic on a subsequent negotiation task remains unexplored. This study examines whether engaging in a persuasive task, in which one individual has a role of social influence, affects neural activity during a subsequent negotiation. Using a hyperscanning paradigm with electroencephalography (EEG), frequency bands (delta, theta, alpha, beta and gamma) were analyzed in frontal, temporo-central and parieto-occipital regions in a sample of 26 participants. Results highlight distinct brain activation patterns between former persuaders and former receivers, with increased left-hemisphere delta activity and frontal theta and alpha activation in persuaders, while former receivers exhibited higher beta activity in the right parieto-occipital regions in the final stage of negotiation and higher gamma activity in right-lateralized regions. Overall, the study suggests that prior persuasive interactions shape subsequent negotiation at a neural level, influencing emotional, cognitive, and strategic engagement, with potential implications for understanding social dynamics in group interactions."
41951703,"Validation of the safety, empathy and utility of a large language model conversation agent for parents of autistic and neurodivergent children.",Brown Freddy Jackson; Muscat Isabelle Stewart; Quinn Louise; Best Lara; Cooper Paul,2026,Scientific reports,10.1038/s41598-026-44254-5,https://pubmed.ncbi.nlm.nih.gov/41951703/,https://doi.org/10.1038/s41598-026-44254-5,45.0,0,False,empathy; development,,,,,
41945580,Wombs for rent: Exploring the motivations behind Ghanaian Women's decisions to become surrogate mothers.,Boafo Isaac Mensah; Amarteifio Doris Ayeley; Tetteh Peace Mamle; Hiadzi Rosemond Akpene,2026,PloS one,10.1371/journal.pone.0346006,https://pubmed.ncbi.nlm.nih.gov/41945580/,https://doi.org/10.1371/journal.pone.0346006,45.0,0,True,altruism; empathy; decision_making; moral,,,,Humans; Female; Ghana; Motivation; Adult; Gestational Carriers; Decision Making; Altruism; Pregnancy; Socioeconomic Factors; Middle Aged; Mothers,"This study explores the motivations behind Ghanaian women's decisions to engage in surrogacy, a growing practice within the country's assisted reproductive technology landscape. Using a phenomenological qualitative approach, 21 surrogates from three privately owned agencies in Accra were interviewed to uncover the underlying factors influencing their choices. Thematic analysis, guided by Braun and Clarke's framework, revealed three primary motivators: socio-economic factors, altruism, and religious beliefs. Financial incentives emerged as a significant driver, with participants citing surrogacy as a means to alleviate economic hardship, fund education, or support family needs. However, altruistic motivations were also prevalent, as some women expressed a deep empathy for childless couples and a desire to provide them with a sense of familial completeness. Religious motivations, rooted in Christian doctrines of love and service, further shaped the decisions of a subset of participants, who perceived surrogacy as a moral duty aligned with their faith. The findings underscore the complex interplay between economic vulnerability, cultural norms surrounding motherhood, and ethical considerations in shaping surrogacy decisions. The study situates these motivations within Ghana's socio-economic context, highlighting how financial necessity intertwines with seemingly altruistic and religious frameworks. It concludes that while altruism and spirituality often surface as explicit motivations, economic realities play a critical underlying role, reflecting broader dynamics of commodification in global reproductive markets. This research contributes to a nuanced understanding of surrogacy in Ghana, providing insights into the ethical and socio-economic dimensions of this reproductive practice."
39475609,Neurodevelopmental timing and socio-cognitive development in a prosocial cooperatively breeding primate (,Cerrito Paola; Gascon Eduardo; Roberts Angela C; Sawiak Stephen J; Burkart Judith M,2024,Science advances,10.1126/sciadv.ado3486,https://pubmed.ncbi.nlm.nih.gov/39475609/,https://doi.org/10.1126/sciadv.ado3486,45.0,7,True,cooperation; development; neuroscience,,,,"Animals; Callithrix; Brain; Behavior, Animal; Social Behavior; Male; Female; Social Cognition; Cognition; Cooperative Behavior","Primate brain development is shaped by inputs received during critical periods. These inputs differ between independent and cooperative breeders: In cooperative breeders, infants interact with multiple caregivers. We study how the neurodevelopmental timing of the cooperatively breeding common marmoset maps onto behavioral milestones. To obtain structure-function co-constructions, we combine behavioral, neuroimaging (anatomical and functional), and neural tracing experiments. We find that brain areas critically involved in observing conspecifics interacting (i) develop in clusters, (ii) have prolonged developmental trajectories, (iii) differentiate during the period of negotiations between immatures and multiple caregivers, and (iv) do not share stronger connectivity than with other regions. Overall, developmental timing of social brain areas correlates with social and behavioral milestones in marmosets and, as in humans, extends into adulthood. This rich social input is likely critical for the emergence of their strong socio-cognitive skills. Because humans are cooperative breeders too, these findings have strong implications for the evolution of human social cognition."
38158451,Neural correlates of empathy in mild cognitive impairment.,Quaranta Davide; Di Tella Sonia; Cassano Valeria; L'Abbate Federica; Bruno Matilde; Gaudino Simona et al.,2024,"Cognitive, affective & behavioral neuroscience",10.3758/s13415-023-01146-9,https://pubmed.ncbi.nlm.nih.gov/38158451/,https://doi.org/10.3758/s13415-023-01146-9,45.0,3,True,empathy; neuroscience,,,,Humans; Empathy; Cognitive Dysfunction; Brain; Alzheimer Disease; Magnetic Resonance Imaging,"The occurrence of clinically significant changes in empathy is a matter of debate in Alzheimer's disease (AD). Altered empathic mechanisms observed in AD may be a consequence of cognitive impairment, more specifically of reduced mental flexibility and self-regulation. The present study explored possible changes in empathy for subjects in the prodromal phase of AD, namely mild cognitive impairment (MCI) due to AD, and of their neural substrates. Eighteen MCI patients and 20 healthy controls (HC) were included in the study. The Interpersonal Reactivity Index (IRI) questionnaire was administered to each participant. The IRI encompasses four factors: Perspective Taking; Fantasy; Empathic Concern; Personal Distress. MCI patients underwent a magnetic resonance imaging structural examination and were compared to 30 healthy controls (HC-MRI). A limited number of cortical and subcortical regions involved in social cognition was selected as regions of interest (ROIs). MCI individuals obtained lower scores than HC in the Perspective Taking and Fantasy subscales of the IRI, whereas they obtained higher scores on Empathic Concern. Regarding neuroimaging data, a significant correlation emerged between IRI scores and the neural measurements of different regions involved in empathy, especially covering the temporoparietal junction, which is a critical region engaged in both affective and cognitive dimensions of empathy. The results of the present study suggest that a subtle impairment in regulatory mechanisms of empathy may occur very early during the course of AD, possibly as a consequence of neuropathological changes occurring in brain regions involved in social cognition."
39244015,The oxytocinergic system and racial ingroup bias in empathic neural activity.,Duan Qin; Fan Leyi; Zhou Yuqing; Luo Siyang; Han Shihui,2024,Neuropharmacology,10.1016/j.neuropharm.2024.110151,https://pubmed.ncbi.nlm.nih.gov/39244015/,https://doi.org/10.1016/j.neuropharm.2024.110151,45.0,3,False,empathy; neuroscience,,,,"Humans; Oxytocin; Empathy; Male; Receptors, Oxytocin; Magnetic Resonance Imaging; Female; Young Adult; Adult; Brain; Racism; Gyrus Cinguli; Insular Cortex; Trust; Polymorphism, Single Nucleotide; Genotype","Studies have indicated that the human brain exhibits a more robust neural empathic response towards individuals of the same racial ingroup than those of the outgroup. However, the impact of the oxytocinergic system on the dynamic connectivity between brain regions involved in racial ingroup bias in empathy (RIBE) and its implications for real-life social interaction intention remains unclear. To address this gap, we employed functional magnetic resonance imaging (fMRI) to investigate RIBE-modulated neural activities and the influence of the oxytocinergic system at both neural and behavioral levels. Participants homozygous for the A/A and G/G genotypes of the oxytocin receptor gene (OXTR) rs53576 polymorphism underwent scanning while making judgments about painful versus non-painful stimuli in same-race versus other-race scenarios following either oxytocin (OT) or placebo treatment. The results revealed greater activity in the anterior cingulate cortex (ACC) and anterior insula (AI) in response to same-race compared to other-race models in the G/G group but not in the A/A group. RIBE also modulated the connections between bilateral AI and the ACC, and the effect of OT on this modulatory effect was moderated by genotype rs53576 and interpersonal trust. Moreover, more extensive changes in AI-ACC connections were associated with higher levels of revenge intention in the low interpersonal trust group. Overall, our findings suggest a pivotal role of the oxytocinergic system in the RIBE-modulated neural activities and revenge intention in human interactions with the modulatory effect of interpersonal trust. This article is part of the Special Issue on ""Empathic Pain""."
38890380,Intracranial EEG signals disentangle multi-areal neural dynamics of vicarious pain perception.,Tan Huixin; Zeng Xiaoyu; Ni Jun; Liang Kun; Xu Cuiping; Zhang Yanyang et al.,2024,Nature communications,10.1038/s41467-024-49541-1,https://pubmed.ncbi.nlm.nih.gov/38890380/,https://doi.org/10.1038/s41467-024-49541-1,45.0,15,True,empathy; neuroscience,,,,Humans; Pain Perception; Empathy; Male; Female; Adult; Young Adult; Gyrus Cinguli; Amygdala; Electroencephalography; Brain Mapping; Insular Cortex; Brain; Electrocorticography; Pain,"Empathy enables understanding and sharing of others' feelings. Human neuroimaging studies have identified critical brain regions supporting empathy for pain, including the anterior insula (AI), anterior cingulate (ACC), amygdala, and inferior frontal gyrus (IFG). However, to date, the precise spatio-temporal profiles of empathic neural responses and inter-regional communications remain elusive. Here, using intracranial electroencephalography, we investigated electrophysiological signatures of vicarious pain perception. Others' pain perception induced early increases in high-gamma activity in IFG, beta power increases in ACC, but decreased beta power in AI and amygdala. Vicarious pain perception also altered the beta-band-coordinated coupling between ACC, AI, and amygdala, as well as increased modulation of IFG high-gamma amplitudes by beta phases of amygdala/AI/ACC. We identified a necessary combination of neural features for decoding vicarious pain perception. These spatio-temporally specific regional activities and inter-regional interactions within the empathy network suggest a neurodynamic model of human pain empathy."
41952777,Aberrant multi-brain neurodynamics drive atypical social cooperation and competition in heroin use disorder: An fNIRS-based hyperscanning study.,Li Wanyi; Wang Yifan; Fu Wenjuan; Dang Jiaqi; Meng Yujia; Xu Xinyang et al.,2026,International journal of clinical and health psychology : IJCHP,10.1016/j.ijchp.2026.100677,https://pubmed.ncbi.nlm.nih.gov/41952777/,https://doi.org/10.1016/j.ijchp.2026.100677,44.5,0,False,cooperation; development; neuroscience,,,,,"Although social deterioration in drug addiction has been widely acknowledged clinically, little is known about altered social interactive patterns and their intra- and inter-brain neural underpinnings. The in-depth investigation into the behavioral and neural mechanisms underlying how individuals with heroin use disorder (HUD) engage in cooperation and competition-two fundamental forms of social interaction-is crucial for comprehensively characterizing atypical social interaction in HUD. We utilized functional near-infrared spectroscopy (fNIRS) hyperscanning to explore the cooperative and competitive patterns in individuals with HUD during a real-time interactive task. Compared to healthy control dyads, HUD dyads exhibited a higher error rate under both cooperative and competitive conditions. HUD participants showed reduced inter-brain synchronization (IBS) in the prefrontal cortex (PFC) and right temporoparietal junction (r-TPJ), as well as decreased PFC activation during cooperation compared to healthy controls. In contrast, both IBS and PFC activity were higher during competition than during cooperation. Critically, IBS in the r-TPJ mediated the relationship between heroin craving and cooperative performance, suggesting a potential target for neurofeedback interventions. These findings reveal impaired cooperative abilities and heightened competitive tendencies in HUD, offering translational insights for the development of targeted interventions."
39838081,Distinct neural computations scale the violation of expected reward and emotion in social transgressions.,Xu Ting; Zhang Lei; Zhou Feng; Fu Kun; Gan Xianyang; Chen Zhiyi et al.,2025,Communications biology,10.1038/s42003-025-07561-7,https://pubmed.ncbi.nlm.nih.gov/39838081/,https://doi.org/10.1038/s42003-025-07561-7,44.4,5,False,economic_games; neuroscience; decision_making,,,,Humans; Reward; Emotions; Male; Female; Magnetic Resonance Imaging; Young Adult; Adult; Decision Making; Punishment; Brain Mapping; Prefrontal Cortex; Brain,"Traditional decision-making models conceptualize humans as adaptive learners utilizing the differences between expected and actual rewards (prediction errors, PEs) to maximize outcomes, but rarely consider the influence of violations of emotional expectations (emotional PEs) and how it differs from reward PEs. Here, we conducted a fMRI experiment (n = 43) using a modified Ultimatum Game to examine how reward and emotional PEs affect punishment decisions in terms of rejecting unfair offers. Our results revealed that reward relative to emotional PEs exerted a stronger prediction to punishment decisions. On the neural level, the left dorsomedial prefrontal cortex (dmPFC) was strongly activated during reward receipt whereas the emotions engaged the bilateral anterior insula. Reward and emotional PEs were also encoded differently in brain-wide multivariate patterns, with a more sensitive neural signature observed within fronto-insular circuits for reward PE. We further identified a fronto-insular network encompassing the left anterior cingulate cortex, bilateral insula, left dmPFC and inferior frontal gyrus that encoded punishment decisions. In addition, a stronger fronto-insular pattern expression under reward PE predicted more punishment decisions. These findings underscore that reward and emotional violations interact to shape decisions in complex social interactions, while the underlying neurofunctional PEs computations are distinguishable."
